yval,predicciones,error
"[11.208, 11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368]","[12.300514, 12.40417, 12.164016, 12.427965, 12.441457, 12.399635, 12.539353, 12.461987, 12.315948, 12.336331, 12.280246, 12.374356, 12.240152, 12.038014, 12.072918, 12.107758, 11.815393, 12.107177, 11.575398, 11.713578, 11.672782, 11.633113, 11.588075, 11.530516]","[1.092514221191406, 1.1961700363159178, 1.100015769958496, 0.4639651641845699, 1.6054567947387692, 1.239635314941406, 1.6313533706665044, 1.169986541748047, -0.32005246734619064, 0.0003313674926754828, 0.20824578094482504, 0.542356269836425, 0.00015235900878884934, 0.48201441192627037, 0.9849179382324227, 0.9357575683593744, 0.739393447875976, 1.0911767807006836, 0.6673984451293951, 0.9255782241821287, 0.7167819442749028, 1.3731129074096682, 0.3560746841430671, 1.1625156707763669]"
"[11.208, 11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912]","[12.330239, 12.409772, 12.165009, 12.400373, 12.400271, 12.359892, 12.470577, 12.395815, 12.226973, 12.228473, 12.190352, 12.244717, 12.11516, 11.839871, 11.915124, 11.927207, 11.66173, 11.92751, 11.443719, 11.546136, 11.523327, 11.478719, 11.409328, 11.365976]","[1.1222392959594725, 1.3457719192504882, 0.2010085449218746, 1.5643734588623044, 1.240271415710449, 1.4518918914794927, 1.1785772399902346, -0.24018510437011642, -0.10902742004394561, 0.15647270965576254, 0.35835243988037035, 0.004716644287109162, 0.5591599884033212, 0.7518714065551766, 0.7431239395141596, 0.8512069931030268, 0.6457298126220703, 1.019510261535645, 0.6557189102172849, 0.5901359024047856, 1.263326873779297, 0.2467187576293952, 1.041328460693359, 1.4539763336181633]"
"[11.064, 11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276]","[12.419546, 12.435063, 12.249765, 12.364799, 12.424292, 12.288431, 12.406411, 12.304748, 12.110039, 12.123248, 12.034656, 12.077063, 11.853648, 11.578664, 11.703395, 11.707598, 11.443271, 11.728242, 11.302564, 11.280429, 11.253721, 11.25207, 11.197921, 11.129564]","[1.3555461273193359, 0.4710633621215816, 1.4137653961181638, 1.2047985458374022, 1.516291610717774, 0.9964311676025392, -0.22958882904052658, -0.031252418518066705, 0.038038757324219574, 0.291248100280761, -0.2053444290161135, 0.5210626068115243, 0.7656481857299813, 0.40666382598876893, 0.6273948898315425, 0.6915977325439453, 0.5352706832885747, 0.9402419204711912, 0.34656366729736376, 1.0204288864135744, 0.02172123718261787, 0.8840704269409176, 1.2859207992553703, 1.8535642852783205]"
"[11.964, 10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976]","[12.562339, 12.461084, 12.403157, 12.285144, 12.494622, 12.143555, 12.301815, 12.133552, 11.893709, 11.961072, 11.73237, 11.7992935, 11.361972, 11.149092, 11.357736, 11.357326, 11.077435, 11.429448, 11.048167, 10.811747, 10.760063, 10.859857, 10.886087, 10.728563]","[0.5983388290405269, 1.6250843658447263, 1.2431572341918944, 1.3771438522338872, 1.2026222305297853, -0.49244531249999923, -0.03418496704101592, 0.06155159759521567, 0.061709182739257074, -0.27892803192138693, 0.1763703765869149, 0.7112935180664071, 0.18997185516357362, 0.07309172058105418, 0.34173563385009764, 0.4493255538940435, 0.2894345397949216, 0.4734481277465825, 0.7881672286987307, -0.42025340270996026, 0.3920631713867184, 0.9478566055297843, 1.6100874176025393, 1.7525633087158194]"
"[10.836, 11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384]","[12.793583, 12.698243, 12.620634, 12.467128, 12.7245, 12.291891, 12.50428, 12.329792, 12.064417, 12.182265, 11.874456, 11.9869175, 11.4665, 11.330241, 11.444268, 11.464827, 11.08687, 11.521661, 11.081196, 10.854661, 10.698774, 10.88637, 10.888992, 10.742125]","[1.9575829162597653, 1.5382431411743163, 1.7126340789794927, 1.1751277999877932, 0.08849970245361405, -0.04410890197753936, 0.4322800903320321, 0.4977920227050774, -0.17558311462402365, 0.6262652816772469, 0.7864564056396492, 0.8149174957275385, 0.39050028228759714, 0.31424120330810545, 0.5362682266235357, 0.6768265838623044, 0.1308701934814458, 1.2616608047485354, -0.1508041687011712, 0.4866609878540036, 0.7867743377685539, 1.6103697052001955, 1.9129923095703116, 1.3581245574951168]"
"[11.16, 10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736]","[12.5000105, 12.3725395, 12.336792, 12.149384, 12.349572, 11.96957, 12.0529995, 11.893016, 11.641946, 11.624711, 11.4358635, 11.478768, 11.035162, 10.7973795, 11.0441885, 10.981979, 10.82867, 11.04634, 10.696998, 10.448693, 10.469601, 10.496466, 10.607683, 10.363239]","[1.3400104904174803, 1.4645395202636724, 1.0447919921875002, -0.48661645507812423, 0.013572181701659858, -0.1024298400878898, 0.2209994964599602, -0.34698413848876974, 0.0859458389282235, 0.5367110366821297, 0.2638634948730463, 0.40276834869384714, 0.019161972045898423, -0.11062050628662057, 0.25618849945068334, 0.025979370117187983, 0.5686695480346682, -0.18566001129150322, 0.3289976425170895, 0.5366932754516593, 1.1936006774902346, 1.5204656829833976, 1.223683181762695, 1.6272392883300775]"
"[10.908, 11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192]","[12.364015, 12.301731, 12.224749, 12.034793, 12.141307, 11.856968, 11.874675, 11.7235565, 11.504079, 11.413562, 11.316281, 11.259987, 10.944293, 10.721317, 10.828941, 10.7284155, 10.66356, 10.786873, 10.473461, 10.260064, 10.292889, 10.237392, 10.327348, 10.128559]","[1.456014625549317, 1.0097311096191408, -0.4112513885498039, -0.3012070999145511, 0.06930687713623129, 0.024967926025389886, -0.36532520294189474, 0.16755651855468834, 0.41607886505127034, 0.24156182098388612, 0.24028131866455027, 0.24398687744140624, 0.036293022155762245, -0.06668270874023463, -0.12705865478515577, 0.46841548919677756, -0.5684400863647454, 0.4188728637695309, 0.5614611511230461, 0.9840641250610354, 1.316888641357421, 0.853392425537109, 1.5913477554321283, 0.936559112548828]"
"[11.292, 12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308]","[12.209038, 12.148447, 12.080326, 11.880632, 11.951217, 11.704611, 11.67037, 11.528789, 11.312867, 11.172496, 11.118297, 11.022306, 10.755305, 10.51237, 10.673013, 10.525216, 10.546117, 10.603519, 10.315094, 10.097298, 10.1955595, 10.07675, 10.178204, 9.969859]","[0.9170377807617189, -0.48755296325683517, -0.2556739196777347, -0.19136759948730386, 0.11921669769287035, -0.5353891754150393, 0.11437010192871178, 0.4407885665893563, 0.1408671646118158, 0.09649584197997996, 0.10229662322998045, 0.11430644226074271, -0.03269470977783229, -0.44362989044189405, 0.41301273345947287, -0.7067838973999017, 0.1781168289184567, 0.6915194396972648, 1.0390939941406252, 1.1212976684570304, 0.8115595016479489, 1.3407498016357415, 0.9862035827636717, -3.3381408767700194]"
"[12.636, 12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624]","[12.291457, 12.212537, 12.157509, 11.954519, 12.066114, 11.789211, 11.782662, 11.647274, 11.411833, 11.314486, 11.202685, 11.157938, 10.828921, 10.592659, 10.802261, 10.676595, 10.633793, 10.766064, 10.451269, 10.210383, 10.29191, 10.2277355, 10.315505, 10.109623]","[-0.34454282379150314, -0.12346318817138702, 0.08550885009765707, 0.1225192718505852, -0.17388557434082053, 0.2332112731933602, 0.6946623916625985, 0.4752740173339838, 0.3358328094482417, 0.2984855499267578, 0.29468535614013724, 0.3699380035400388, -0.1270786819458003, 0.33265899658203146, -0.4297386474609368, 0.3085947341918942, 0.7217928771972648, 1.490063690185547, 1.4752691497802726, 0.8263834152221676, 1.5559101715087884, 1.0357355194091795, -2.9924949722290037, -5.514377044677735]"
"[12.336, 12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728]","[12.79085, 12.740008, 12.6177225, 12.424279, 12.60279, 12.2006645, 12.2993765, 12.167182, 11.898359, 11.904061, 11.660469, 11.715305, 11.254522, 11.113391, 11.166041, 11.101128, 10.835011, 11.114989, 10.695866, 10.521716, 10.411431, 10.50063, 10.521347, 10.349494]","[0.454849685668945, 0.6680083541870125, 0.7857225112915032, 0.18427921295165994, 1.0467898788452157, 1.1126645202636727, 1.127376487731933, 1.0911819686889643, 0.8823592987060547, 0.9960613174438482, 0.872469055175781, 0.7593053283691411, 0.9945223236083987, -0.1186090774536126, 0.7980413742065426, 1.189127624511718, 1.5590105285644533, 2.1389892807006827, 1.3118656311035153, 1.785716117858886, 1.219431312561035, -2.8073696212768553, -5.102652954101563, -6.378506019592287]"
"[12.072, 11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668]","[12.859564, 12.743022, 12.656909, 12.460959, 12.684928, 12.222246, 12.314979, 12.198849, 11.90212, 11.917376, 11.613311, 11.736736, 11.194518, 11.011596, 11.233553, 11.154169, 10.883534, 11.171107, 10.739609, 10.541866, 10.47359, 10.583722, 10.650471, 10.416503]","[0.7875638275146493, 0.9110219650268547, 0.4169089889526365, 0.9049594345092782, 1.5969279403686532, 1.0502461700439447, 1.2389785995483393, 1.1828487243652344, 0.9941196365356451, 1.129375564575195, 0.6573108139038091, 1.476736297607422, -0.037481910705565724, 0.6435957260131833, 1.321552932739257, 1.8781690826416018, 1.9075344314575187, 1.7871072921752926, 2.003608764648437, 1.3498663024902342, -2.834410102844238, -5.040277885437012, -6.077529266357423, -6.251497047424316]"
"[11.832, 12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572]","[12.732884, 12.606462, 12.538681, 12.336377, 12.529927, 12.098242, 12.147882, 12.0293665, 11.749012, 11.707227, 11.470616, 11.55269, 11.053589, 10.826789, 11.079812, 10.978384, 10.794309, 10.994164, 10.616102, 10.402174, 10.402841, 10.442399, 10.547676, 10.282885]","[0.9008844070434563, 0.3664615249633787, 0.9826810302734383, 1.248377143859864, 1.357927253723144, 1.022241806030273, 1.1318824615478515, 1.1213664932250982, 0.9610119934082029, 0.7512267532348638, 1.2106163406372072, 0.3206895523071296, 0.6855888671874997, 0.914788902282714, 1.8038120498657229, 2.002384017944335, 1.4103086624145504, 2.2581644668579095, 1.4241022186279295, -2.90582600402832, -5.221159385681153, -6.285600975036623, -6.120323913574218, -6.289115402221679]"
"[12.24, 11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74]","[12.63499, 12.472213, 12.448193, 12.247394, 12.4440775, 12.013779, 12.060484, 11.933012, 11.657722, 11.602766, 11.36689, 11.452737, 10.937076, 10.676167, 11.044346, 10.945559, 10.768197, 10.986512, 10.627905, 10.346536, 10.422012, 10.43506, 10.567224, 10.276527]","[0.39498973846435526, 0.9162127914428719, 1.3601925964355477, 1.0753936080932611, 1.3680774917602534, 0.9977786865234375, 1.1524839324951177, 1.145012008666992, 0.7017224731445317, 1.342766036987305, 0.13488995361328193, 1.0847368545532223, 1.0250756149291984, 1.4001665344238283, 2.0683458557128898, 1.5615585479736325, 2.032197059631347, 1.7945121841430662, -2.6800951080322264, -5.277464317321778, -6.305987670898439, -6.232940452575683, -6.004776451110839, -6.463472595214842]"
"[11.556, 11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716]","[12.719097, 12.573986, 12.52839, 12.332158, 12.531382, 12.080563, 12.145123, 12.022499, 11.7508955, 11.707142, 11.451907, 11.537828, 11.015863, 10.77321, 11.109237, 11.024669, 10.8031845, 11.040535, 10.688947, 10.408316, 10.450714, 10.485768, 10.576294, 10.319816]","[1.1630971374511727, 1.4859860534667977, 1.356389930725097, 1.2561580886840815, 1.515381607055664, 1.172562591552735, 1.3571225280761716, 1.0664990844726567, 1.4908955001831057, 0.4751418762207038, 1.083907157897949, 1.6258284454345695, 1.7398634185791018, 1.797209571838378, 1.7252367172241208, 2.28866869354248, 1.6111845092773436, -2.2674650268554686, -4.935053276062012, -6.319684341430666, -6.217285888671874, -6.08623168182373, -6.163706054687498, -6.396184364318849]"
"[11.088, 11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248]","[12.531645, 12.367521, 12.351688, 12.149487, 12.332003, 11.901447, 11.944382, 11.805073, 11.555817, 11.45946, 11.268373, 11.315492, 10.824144, 10.53072, 10.94437, 10.8444395, 10.7063265, 10.872952, 10.586129, 10.260227, 10.390872, 10.354264, 10.479688, 10.195178]","[1.443644821166993, 1.1955212860107416, 1.2756883850097651, 1.1334865417480469, 1.4240026397705083, 1.1134472961425779, 0.988381713867188, 1.5450727844238283, 0.3238166503906257, 1.0914602584838864, 1.3563725357055656, 2.0394916763305666, 1.8481443634033194, 1.1467197570800778, 2.20837026977539, 1.6524395065307615, -2.601673515319824, -4.751047538757325, -6.141870811462404, -6.407772796630859, -6.18112799835205, -6.3857357406616195, -6.236312309265138, -6.052821968078614]"
"[11.172, 11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344]","[12.258287, 12.119422, 12.110097, 11.890338, 12.069613, 11.709784, 11.739577, 11.598959, 11.349104, 11.258284, 11.07613, 11.111534, 10.6493435, 10.359734, 10.831845, 10.711157, 10.6217785, 10.818877, 10.52637, 10.176911, 10.355189, 10.304593, 10.400217, 10.157545]","[1.0862874298095697, 1.0434219589233393, 1.0940969314575195, 0.9823379440307622, 1.281613456726074, 0.7537835540771489, 1.4795772933959963, 0.3669589691162116, 0.9811039276123044, 1.3462836151123039, 1.8001299133300783, 2.135534118652343, 1.2653434906005856, 1.623733581542968, 1.6398452835083006, -2.5968431549072264, -5.002221511840821, -5.909122779846193, -6.14162995147705, -6.395088645935058, -6.3848106765747055, -6.411406913757325, -5.847782943725587, -6.1864549102783215]"
"[11.076, 11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344, 15.384]","[12.050907, 11.961114, 11.929696, 11.701335, 11.892176, 11.576405, 11.591868, 11.473297, 11.206043, 11.139087, 10.939306, 10.983038, 10.552024, 10.294604, 10.786106, 10.654813, 10.588293, 10.815724, 10.483781, 10.1529255, 10.341829, 10.30771, 10.356665, 10.162433]","[0.9749071350097651, 0.9451139297485351, 1.0216960830688482, 0.9133349533081052, 0.936175674438477, 1.3164045715332033, 0.35986840057373115, 1.1052971191406247, 1.2940432434082023, 1.863086723327637, 1.9633062591552726, 1.599037948608398, 1.8160238876342767, 1.1026043014526365, -2.521893890380859, -4.969187187194825, -6.139706924438478, -5.85227562713623, -6.08821913909912, -6.587074508666991, -6.374170700073243, -5.94029030609131, -5.987335342407228, -5.221567329406739]"
"[11.016, 10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344, 15.384, 16.104]","[11.91016, 11.865797, 11.806451, 11.567794, 11.752277, 11.461802, 11.468503, 11.351172, 11.086341, 11.015447, 10.830149, 10.859928, 10.459635, 10.219318, 10.693366, 10.542889, 10.510997, 10.724482, 10.381192, 10.077589, 10.269429, 10.2267275, 10.250373, 10.082788]","[0.8941600646972656, 0.9577970428466802, 1.018450843811035, 0.6117938461303716, 1.4922773742675783, 0.22980152893066474, 1.1005029983520505, 1.439172447204589, 1.81034090423584, 2.039446662902831, 1.4461486968994137, 2.123928131103515, 1.267634780883789, -3.0886816101074217, -4.930633949279786, -6.18511135864258, -6.157003181457519, -5.847518417358398, -6.358807792663573, -6.638410964965821, -5.978570793151857, -6.117272514343263, -5.1336271133422855, -6.021211532592773]"
"[10.908, 10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344, 15.384, 16.104, 9.684]","[11.757675, 11.749199, 11.669373, 11.4186325, 11.613596, 11.344475, 11.348256, 11.238243, 10.975194, 10.914697, 10.740576, 10.765493, 10.388253, 10.156074, 10.619047, 10.468232, 10.463978, 10.6690445, 10.338194, 10.052632, 10.241537, 10.210581, 10.20348, 10.070508]","[0.849675170898438, 0.9611989135742185, 0.7133725585937505, 1.158632507324219, 0.38159596252441474, 0.9764747924804684, 1.4362561111450187, 1.962243103027344, 1.9991939773559562, 1.5306966934204098, 2.004575790405273, 1.5734933929443358, -2.919746788024902, -5.467926429748536, -6.108952835083009, -6.199767845153808, -6.108022186279296, -6.070955505371092, -6.377806106567384, -6.195367668151857, -6.10246290588379, -5.173419174194336, -5.900520233154296, 0.386508003234864]"
"[10.788, 10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344, 15.384, 16.104, 9.684, 7.824]","[11.341559, 11.246307, 11.175125, 10.997865, 11.226285, 10.879147, 10.879409, 10.878034, 10.657254, 10.656213, 10.372197, 10.469321, 10.112906, 9.92202, 10.426489, 10.386606, 10.232992, 10.538579, 10.285757, 10.064363, 10.199112, 10.302887, 10.305523, 10.26666]","[0.5535594100952146, 0.2903073730468755, 0.9151251220703127, -0.2341352767944329, 0.8582849807739255, 0.9671465759277336, 1.6034088363647463, 1.9020336380004874, 1.2732542190551754, 1.9202128067016595, 1.1801971511840819, -2.8386787490844725, -5.511093544006348, -6.805980041503908, -6.241511123657226, -6.185393783569335, -6.5070078277587875, -6.177421012878419, -5.962242935180665, -6.27963747406006, -5.184888061523438, -5.801113037109374, 0.6215229187011726, 2.442659736633301]"
"[10.956, 10.26, 11.232, 10.368, 9.912, 9.276, 8.976, 9.384, 8.736, 9.192, 13.308, 15.624, 16.728, 16.668, 16.572, 16.74, 16.716, 16.248, 16.344, 15.384, 16.104, 9.684, 7.824, 7.464]","[10.704406, 10.405001, 10.353456, 10.349566, 10.559719, 10.06024, 10.023023, 10.221049, 10.117547, 10.149621, 9.709013, 9.885306, 9.617584, 9.501567, 9.98271, 10.141044, 9.711104, 10.128353, 10.045013, 9.975453, 10.001738, 10.280914, 10.369723, 10.47028]","[-0.2515942153930659, 0.14500068664550803, -0.8785444564819329, -0.018433540344238608, 0.6477190856933586, 0.7842397918701174, 1.0470226516723624, 0.8370493087768551, 1.3815470352172845, 0.95762100982666, -3.5989870147705076, -5.738693641662598, -7.1104157714843765, -7.166433113098144, -6.5892901153564445, -6.598956336975096, -7.00489560699463, -6.119646881103517, -6.298986572265626, -5.408546623229981, -6.102262405395507, 0.5969143066406257, 2.5457233200073244, 3.006279693603515]"
